Date,dir,speed
2019-05-23 10:00:24,208,0.7
2019-05-23 10:30:24,225,0.9
2019-05-23 11:00:23,202,1
2019-05-23 11:30:24,195,1.1
2019-05-23 12:00:24,220,1
2019-05-23 12:30:23,234,1
2019-05-23 13:00:24,211,1
2019-05-23 13:30:24,234,0.8
2019-05-23 14:00:23,126,1.1
2019-05-23 14:30:23,106,2
2019-05-23 15:00:23,80,2
2019-05-23 15:30:24,30,2.2
2019-05-23 16:00:23,71,2.6
2019-05-23 16:30:24,57,3.4
2019-05-23 17:00:23,53,3.2
2019-05-23 17:30:23,45,3.5
2019-05-23 18:00:24,34,3.6
2019-05-23 18:30:24,38,2.4
2019-05-23 19:00:23,29,2.7
2019-05-23 19:30:23,47,3.6
2019-05-23 20:00:23,50,3.6
2019-05-23 20:30:23,49,2.8
2019-05-23 21:00:24,31,3.1
2019-05-23 21:30:24,24,2.7
2019-05-23 22:00:23,21,2.3
2019-05-23 22:30:23,40,1.2
2019-05-23 23:00:24,71,0.2
2019-05-23 23:30:23,58,0.7
2019-05-24 00:00:23,99,0.2
2019-05-24 00:30:24,298,0.2
2019-05-24 01:00:24,293,0.2
2019-05-24 01:30:23,317,0.5
2019-05-24 02:00:23,325,0.6
2019-05-24 02:30:24,326,0.7
2019-05-24 03:00:23,339,0.4
2019-05-24 03:30:24,326,0.6
2019-05-24 04:00:23,313,0.5
2019-05-24 04:30:24,323,0
2019-05-24 05:00:24,322,0
2019-05-24 05:30:24,263,0
2019-05-24 06:00:24,337,0
2019-05-24 06:30:23,295,0
2019-05-24 07:00:24,3,0.1
2019-05-24 07:30:24,178,0
2019-05-24 08:00:23,334,0
2019-05-24 08:30:23,255,0.2
2019-05-24 09:00:24,245,0.1
2019-05-24 09:30:23,271,0.2
2019-05-24 10:00:24,185,0.6
2019-05-24 10:30:23,256,0.3
2019-05-24 11:00:24,189,0.6
2019-05-24 11:30:24,192,0.6
2019-05-24 12:00:24,199,0.8
2019-05-24 12:30:23,241,0.7
2019-05-24 13:00:24,189,0.8
2019-05-24 13:30:24,227,0.5
2019-05-24 14:00:23,198,0.8
2019-05-24 14:30:24,155,0.9
2019-05-24 15:00:24,119,1.1
2019-05-24 15:30:24,95,1.9
2019-05-24 16:00:24,81,2.3
2019-05-24 16:30:23,79,2.2
2019-05-24 17:00:23,94,2.6
2019-05-24 17:30:24,114,2.7
2019-05-24 18:00:23,111,1.9
2019-05-24 18:30:24,79,1.9
2019-05-24 19:00:24,71,2.2
2019-05-24 19:30:24,65,2.3
2019-05-24 20:00:24,66,2.3
2019-05-24 20:30:24,54,3.3
2019-05-24 21:00:24,45,4.2
2019-05-24 21:30:23,43,2.9
2019-05-24 22:00:24,27,2.4
2019-05-24 22:30:23,76,1.3
2019-05-24 23:00:24,81,1.1
2019-05-24 23:30:24,44,1.1
2019-05-25 00:00:24,29,0.7
2019-05-25 00:30:23,97,0.2
2019-05-25 01:00:24,210,0.1
2019-05-25 01:30:23,326,0
2019-05-25 02:00:24,267,0.4
2019-05-25 02:30:23,68,0
2019-05-25 03:00:24,328,0.4
2019-05-25 03:30:24,355,0.1
2019-05-25 04:00:24,282,0.5
2019-05-25 04:30:24,271,0.9
2019-05-25 05:00:24,307,0.8
2019-05-25 05:30:24,198,0.1
2019-05-25 06:00:24,98,0
2019-05-25 06:30:24,236,0.1
2019-05-25 07:00:24,258,0
2019-05-25 07:30:24,185,0.1
2019-05-25 08:00:23,77,0.2
2019-05-25 08:30:24,357,0.1
2019-05-25 09:00:24,284,0.1
2019-05-25 09:30:24,75,0.2
2019-05-25 10:00:23,84,0.2
2019-05-25 10:30:24,154,0.2
2019-05-25 11:00:24,185,0.3
2019-05-25 11:30:24,203,0.4
2019-05-25 12:00:24,130,0.5
2019-05-25 12:30:24,193,0.6
2019-05-25 13:00:24,39,0.7
2019-05-25 13:30:24,136,1
2019-05-25 14:00:24,187,0.7
2019-05-25 14:30:24,165,0.8
2019-05-25 15:00:24,104,1.2
2019-05-25 15:30:23,79,2.2
2019-05-25 16:00:24,84,1.8
2019-05-25 16:30:23,70,2.1
2019-05-25 17:00:24,71,2.5
2019-05-25 17:30:24,48,4.1
2019-05-25 18:00:24,44,3.9
2019-05-25 18:30:24,48,3.1
2019-05-25 19:00:24,30,3.3
2019-05-25 19:30:23,35,2.4
2019-05-25 20:00:23,37,2.7
2019-05-25 20:30:24,67,1.4
2019-05-25 21:00:23,41,1.2
2019-05-25 21:30:24,44,1.8
2019-05-25 22:00:23,36,2.1
2019-05-25 22:30:24,43,2.4
2019-05-25 23:00:24,50,1.1
2019-05-25 23:30:23,78,0.8
2019-05-26 00:00:24,79,0.7
2019-05-26 00:30:24,53,1.8
2019-05-26 01:00:23,64,0.8
2019-05-26 01:30:24,77,0.6
2019-05-26 02:00:23,34,0.8
2019-05-26 02:30:24,3,0.5
2019-05-26 03:00:24,350,0.4
2019-05-26 03:30:23,61,0.1
2019-05-26 04:00:24,158,0.1
2019-05-26 04:30:24,147,0.3
2019-05-26 05:00:24,33,0.2
2019-05-26 05:30:23,26,0
2019-05-26 06:00:24,97,0.1
2019-05-26 06:30:24,235,0.1
2019-05-26 07:00:24,202,0.1
2019-05-26 07:30:24,267,0.2
2019-05-26 08:00:23,264,0
2019-05-26 08:30:23,191,0.1
2019-05-26 09:00:23,183,0.4
2019-05-26 09:30:23,187,0.5
2019-05-26 10:00:23,200,0.6
2019-05-26 10:30:24,221,0.8
2019-05-26 11:00:24,236,1.6
2019-05-26 11:30:23,226,1
2019-05-26 12:00:24,195,0.5
2019-05-26 12:30:24,187,0.7
2019-05-26 13:00:24,177,0.5
2019-05-26 13:30:24,137,0.5
2019-05-26 14:00:23,160,0.3
2019-05-26 14:30:24,179,0.4
2019-05-26 15:00:24,186,0.6
2019-05-26 15:30:23,187,0.5
2019-05-26 16:00:24,185,0.7
2019-05-26 16:30:23,206,1
2019-05-26 17:00:23,221,1
2019-05-26 17:30:23,216,0.4
2019-05-26 18:00:24,225,0.3
2019-05-26 18:30:23,237,0
2019-05-26 19:00:24,164,0
2019-05-26 19:30:23,130,0
2019-05-26 20:00:24,177,0
2019-05-26 20:30:24,1,0
2019-05-26 21:00:24,71,0.1
2019-05-26 21:30:24,186,0.6
2019-05-26 22:00:24,312,1.1
2019-05-26 22:30:24,314,0.9
2019-05-26 23:00:24,292,0.8
2019-05-26 23:30:23,280,0.5
2019-05-27 00:00:24,266,0.4
2019-05-27 00:30:24,260,0.3
2019-05-27 01:00:24,159,0.1
2019-05-27 01:30:24,149,0.2
2019-05-27 02:00:24,208,0
2019-05-27 02:30:24,218,0
2019-05-27 03:00:23,131,0.1
2019-05-27 03:30:23,88,0
2019-05-27 04:00:23,16,0
2019-05-27 04:30:23,29,0.1
2019-05-27 05:00:24,340,0.3
2019-05-27 05:30:24,338,0.2
2019-05-27 06:00:24,1,0
2019-05-27 06:30:24,359,0
2019-05-27 07:00:23,10,0
2019-05-27 07:30:24,293,0.1
2019-05-27 08:00:23,248,0
2019-05-27 08:30:24,233,0.1
2019-05-27 09:00:24,184,0.4
2019-05-27 09:30:23,251,0
2019-05-27 10:00:24,222,0.2
2019-05-27 10:30:24,258,0.3
2019-05-27 11:00:23,217,0.4
2019-05-27 11:30:23,222,0.7
2019-05-27 12:00:24,227,0.8
2019-05-27 12:30:24,201,0.9
2019-05-27 13:00:24,241,0.8
2019-05-27 13:30:23,263,0.6
2019-05-27 14:00:24,94,0.8
2019-05-27 14:30:23,73,1.4
2019-05-27 15:00:24,125,1.9
2019-05-27 15:30:23,158,2.3
2019-05-27 16:00:23,108,1.9
2019-05-27 16:30:24,114,0.8
2019-05-27 17:00:23,218,0.7
2019-05-27 17:30:24,299,2.7
2019-05-27 18:00:23,316,1.2
2019-05-27 18:30:23,287,0.7
2019-05-27 19:00:24,56,0.7
2019-05-27 19:30:23,54,3
2019-05-27 20:00:24,21,2.6
2019-05-27 20:30:23,246,1.1
2019-05-27 21:00:24,303,0.4
2019-05-27 21:30:24,271,0.1
2019-05-27 22:00:24,193,0.2
2019-05-27 22:30:24,87,0.1
2019-05-27 23:00:24,0,0.4
2019-05-27 23:30:23,356,0.3
2019-05-28 00:00:23,5,0.2
2019-05-28 00:30:23,358,0.1
2019-05-28 01:00:24,66,0.2
2019-05-28 01:30:24,47,0
2019-05-28 02:00:24,340,0.1
2019-05-28 02:30:24,309,0.6
2019-05-28 03:00:23,128,0.3
2019-05-28 03:30:24,152,0.5
2019-05-28 04:00:23,66,0.2
2019-05-28 04:30:24,30,0.3
2019-05-28 05:00:23,204,0.3
2019-05-28 05:30:24,312,0.3
2019-05-28 06:00:24,330,0.4
2019-05-28 06:30:23,263,0.4
2019-05-28 07:00:23,270,0
2019-05-28 07:30:24,339,0.2
2019-05-28 08:00:24,342,0.3
2019-05-28 08:30:24,150,0.8
2019-05-28 09:00:23,81,0.5
2019-05-28 09:30:24,46,1.6
2019-05-28 10:00:23,51,2.3
2019-05-28 10:30:24,47,2.9
2019-05-28 11:00:24,61,2.9
2019-05-28 11:30:23,39,2.6
2019-05-28 12:00:24,65,3
2019-05-28 12:30:24,49,3.6
2019-05-28 13:00:24,63,3.3
2019-05-28 13:30:24,61,2.9
2019-05-28 14:00:24,58,3.3
2019-05-28 14:30:24,65,3.3
2019-05-28 15:00:24,64,3.3
2019-05-28 15:30:24,63,3
2019-05-28 16:00:23,70,3.1
2019-05-28 16:30:24,109,2.1
2019-05-28 17:00:23,190,0.5
2019-05-28 17:30:23,198,0.7
2019-05-28 18:00:24,74,2.4
2019-05-28 18:30:24,55,2.8
2019-05-28 19:00:23,62,3.6
2019-05-28 19:30:24,84,2.9
2019-05-28 20:00:24,62,2.9
2019-05-28 20:30:24,71,2.5
2019-05-28 21:00:24,314,0.8
2019-05-28 21:30:23,311,0.7
2019-05-28 22:00:24,74,0.8
2019-05-28 22:30:23,6,1.2
2019-05-28 23:00:24,280,0.4
2019-05-28 23:30:24,188,0.1
2019-05-29 00:00:24,52,0.2
2019-05-29 00:30:24,340,0.5
2019-05-29 01:00:24,349,0.6
2019-05-29 01:30:24,48,0
2019-05-29 02:00:24,9,0.4
2019-05-29 02:30:23,303,0.5
2019-05-29 03:00:23,345,0.2
2019-05-29 03:30:23,0,0
2019-05-29 04:00:23,338,0.6
2019-05-29 04:30:24,0,0
2019-05-29 05:00:23,141,0.1
2019-05-29 05:30:24,336,0.4
2019-05-29 06:00:23,43,0.2
2019-05-29 06:30:24,183,0.3
2019-05-29 07:00:24,249,0.6
2019-05-29 07:30:24,73,0.5
2019-05-29 08:00:24,111,0.1
2019-05-29 08:30:23,235,0.3
2019-05-29 09:00:23,218,0.3
2019-05-29 09:30:24,214,0.9
2019-05-29 10:00:24,243,0.9
2019-05-29 10:30:24,249,0.6
2019-05-29 11:00:24,279,0.7
2019-05-29 11:30:23,280,1.4
2019-05-29 12:00:24,334,1.5
2019-05-29 12:30:23,76,1.8
2019-05-29 13:00:24,0,1.1
2019-05-29 13:30:24,136,0.8
2019-05-29 14:00:23,122,1.5
2019-05-29 14:30:24,180,1.8
2019-05-29 15:00:24,154,2.9
2019-05-29 15:30:23,105,2.1
2019-05-29 16:00:24,105,1.4
2019-05-29 16:30:24,144,0.5
2019-05-29 17:00:24,279,0.9
2019-05-29 17:30:23,263,0.8
2019-05-29 18:00:24,312,0.4
2019-05-29 18:30:24,229,0.5
2019-05-29 19:00:23,162,0.3
2019-05-29 19:30:24,122,0.5
2019-05-29 20:00:24,76,0.1
2019-05-29 20:30:23,5,0.4
2019-05-29 21:00:24,344,0.4
2019-05-29 21:30:23,354,0.7
2019-05-29 22:00:23,349,0.4
2019-05-29 22:30:23,346,0.7
2019-05-29 23:00:24,338,0.3
2019-05-29 23:30:24,7,0.1
2019-05-30 00:00:24,352,0.2
2019-05-30 00:30:24,337,0.2
2019-05-30 01:00:24,310,0.4
2019-05-30 01:30:24,260,0.3
2019-05-30 02:00:23,336,0.8
2019-05-30 02:30:24,335,0.6
2019-05-30 03:00:24,332,0.7
2019-05-30 03:30:24,344,0.8
2019-05-30 04:00:24,334,0.3
2019-05-30 04:30:23,313,0
2019-05-30 05:00:24,328,0.1
2019-05-30 05:30:24,335,0.3
2019-05-30 06:00:24,337,0
2019-05-30 06:30:24,155,0
2019-05-30 07:00:24,350,0
2019-05-30 07:30:24,202,0.2
2019-05-30 08:00:23,181,0.2
2019-05-30 08:30:23,78,0.2
2019-05-30 09:00:24,194,0.9
2019-05-30 09:30:23,205,0.9
2019-05-30 10:00:24,206,0.8
2019-05-30 10:30:23,215,0.9
2019-05-30 11:00:24,241,1.1
2019-05-30 11:30:23,250,1.3
2019-05-30 12:00:23,254,1.6
2019-05-30 12:30:24,256,1.8
2019-05-30 13:00:24,260,1.9
2019-05-30 13:30:23,262,1.8
2019-05-30 14:00:24,259,1.9
2019-05-30 14:30:23,273,1.6
2019-05-30 15:00:24,248,1.4
2019-05-30 15:30:23,233,1.9
2019-05-30 16:00:24,287,1.5
2019-05-30 16:30:24,250,1.8
2019-05-30 17:00:24,226,1.8
2019-05-30 17:30:23,240,1.2
2019-05-30 18:00:24,244,1.5
2019-05-30 18:30:23,245,1.2
2019-05-30 19:00:24,278,1.1
2019-05-30 19:30:23,291,1
2019-05-30 20:00:24,288,0.8
2019-05-30 20:30:23,290,0.4
2019-05-30 21:00:24,303,0.8
2019-05-30 21:30:23,309,1
2019-05-30 22:00:23,269,0.2
2019-05-30 22:30:24,310,0.3
2019-05-30 23:00:24,331,0.8
2019-05-30 23:30:24,329,0.9
2019-05-31 00:00:24,336,0.3
2019-05-31 00:30:24,317,0.8
2019-05-31 01:00:24,10,0.5
2019-05-31 01:30:24,323,0.7
2019-05-31 02:00:23,332,0.5
2019-05-31 02:30:24,344,0.6
2019-05-31 03:00:24,332,1
2019-05-31 03:30:23,329,0.8
2019-05-31 04:00:24,327,0.8
2019-05-31 04:30:24,325,0.7
2019-05-31 05:00:24,324,0.9
2019-05-31 05:30:24,246,0.2
2019-05-31 06:00:23,240,0.4
2019-05-31 06:30:24,324,0.1
2019-05-31 07:00:23,330,0.5
2019-05-31 07:30:23,91,0
2019-05-31 08:00:23,290,0.5
2019-05-31 08:30:24,235,0.6
2019-05-31 09:00:24,199,1.4
2019-05-31 09:30:23,210,1.1
2019-05-31 10:00:24,239,2
2019-05-31 10:30:23,264,2.8
2019-05-31 11:00:24,269,2.5
2019-05-31 11:30:24,266,2
2019-05-31 12:00:23,268,2
2019-05-31 12:30:24,260,2.5
2019-05-31 13:00:23,264,2.3
2019-05-31 13:30:24,276,2.4
2019-05-31 14:00:24,250,2.3
2019-05-31 14:30:23,255,2.6
2019-05-31 15:00:24,250,2.5
2019-05-31 15:30:23,247,2.2
2019-05-31 16:00:24,267,1.5
2019-05-31 16:30:24,259,1.3
2019-05-31 17:00:23,251,2.1
2019-05-31 17:30:24,251,1.4
2019-05-31 18:00:24,280,1.5
2019-05-31 18:30:23,269,1.3
2019-05-31 19:00:23,266,1.5
2019-05-31 19:30:23,291,0.8
2019-05-31 20:00:24,290,0.5
2019-05-31 20:30:23,332,0.6
2019-05-31 21:00:24,339,0.3
2019-05-31 21:30:24,322,0.2
2019-05-31 22:00:23,319,0.4
2019-05-31 22:30:24,329,1.1
2019-05-31 23:00:23,323,0.7
2019-05-31 23:30:24,334,1.3
2019-06-01 00:00:24,330,1
2019-06-01 00:30:24,292,0.5
2019-06-01 01:00:24,336,1
2019-06-01 01:30:23,333,1.5
2019-06-01 02:00:24,336,1
2019-06-01 02:30:24,25,0.1
2019-06-01 03:00:24,335,0.9
2019-06-01 03:30:23,330,0.4
2019-06-01 04:00:24,326,1
2019-06-01 04:30:24,344,0.8
2019-06-01 05:00:23,339,0.2
2019-06-01 05:30:24,338,0.3
2019-06-01 06:00:24,337,0.8
2019-06-01 06:30:23,313,0.2
2019-06-01 07:00:24,330,0
2019-06-01 07:30:24,294,0.1
2019-06-01 08:00:23,333,0.1
2019-06-01 08:30:24,290,0
2019-06-01 09:00:23,282,0.1
2019-06-01 09:30:24,284,0.3
2019-06-01 10:00:24,202,0.4
2019-06-01 10:30:23,194,0.6
2019-06-01 11:00:23,192,0.6
2019-06-01 11:30:23,199,1.4
2019-06-01 12:00:24,195,1.8
2019-06-01 12:30:23,222,1.8
2019-06-01 13:00:24,208,1.6
2019-06-01 13:30:23,252,1.7
2019-06-01 14:00:24,217,1.5
2019-06-01 14:30:24,243,1.6
2019-06-01 15:00:24,217,1.8
2019-06-01 15:30:24,233,2
2019-06-01 16:00:24,238,1.9
2019-06-01 16:30:23,242,1.5
2019-06-01 17:00:24,268,1.5
2019-06-01 17:30:24,259,1.4
2019-06-01 18:00:23,243,1.7
2019-06-01 18:30:24,239,1.6
2019-06-01 19:00:23,249,1.1
2019-06-01 19:30:23,252,0.8
2019-06-01 20:00:23,270,0.3
2019-06-01 20:30:24,187,0.4
2019-06-01 21:00:24,8,0.6
2019-06-01 21:30:24,328,0.9
2019-06-01 22:00:24,331,1.2
2019-06-01 22:30:23,329,1.2
2019-06-01 23:00:24,326,1.2
2019-06-01 23:30:24,330,1.6
2019-06-02 00:00:23,336,1.7
2019-06-02 00:30:23,334,1.6
2019-06-02 01:00:24,332,1
2019-06-02 01:30:24,333,1.6
2019-06-02 02:00:24,335,1.7
2019-06-02 02:30:24,334,1.3
2019-06-02 03:00:24,8,0.5
2019-06-02 03:30:24,326,1
2019-06-02 04:00:23,334,1.1
2019-06-02 04:30:24,330,1.2
2019-06-02 05:00:24,12,0.9
2019-06-02 05:30:23,345,0.6
2019-06-02 06:00:24,332,1
2019-06-02 06:30:23,328,0.5
2019-06-02 07:00:23,330,0.2
2019-06-02 07:30:24,337,0.3
2019-06-02 08:00:24,313,0.2
2019-06-02 08:30:24,272,0.6
2019-06-02 09:00:24,286,0.4
2019-06-02 09:30:24,241,0.4
2019-06-02 10:00:24,209,0.4
2019-06-02 10:30:24,196,0.3
2019-06-02 11:00:24,215,0.8
2019-06-02 11:30:24,210,0.7
2019-06-02 12:00:24,203,0.8
2019-06-02 12:30:24,184,1.3
2019-06-02 13:00:24,190,1.7
2019-06-02 13:30:23,185,2.2
2019-06-02 14:00:24,187,2.3
2019-06-02 14:30:23,203,1.9
2019-06-02 15:00:24,229,1.3
2019-06-02 15:30:23,251,0.5
2019-06-02 16:00:24,197,1.2
2019-06-02 16:30:24,186,2.1
2019-06-02 17:00:23,173,2.3
2019-06-02 17:30:24,194,1.9
2019-06-02 18:00:23,180,1.8
2019-06-02 18:30:24,165,2.2
2019-06-02 19:00:24,172,1.6
2019-06-02 19:30:24,191,1.4
2019-06-02 20:00:23,193,1.1
2019-06-02 20:30:24,196,0.4
2019-06-02 21:00:24,229,0.9
2019-06-02 21:30:23,335,0.7
2019-06-02 22:00:23,338,1.8
2019-06-02 22:30:24,346,2
2019-06-02 23:00:24,333,1.6
2019-06-02 23:30:24,332,1.2
2019-06-03 00:00:23,330,1.4
2019-06-03 00:30:23,337,0.9
2019-06-03 01:00:24,342,0.9
2019-06-03 01:30:23,336,0.8
2019-06-03 02:00:23,341,1
2019-06-03 02:30:24,331,0.6
2019-06-03 03:00:23,336,0.5
2019-06-03 03:30:24,332,0.7
2019-06-03 04:00:24,336,1.1
2019-06-03 04:30:24,334,1.2
2019-06-03 05:00:24,338,0.8
2019-06-03 05:30:24,334,1.2
2019-06-03 06:00:24,325,0.8
2019-06-03 06:30:24,332,0.5
2019-06-03 07:00:23,354,0.2
2019-06-03 07:30:24,324,0
2019-06-03 08:00:23,204,0.2
2019-06-03 08:30:23,273,0.4
2019-06-03 09:00:24,183,0.2
2019-06-03 09:30:24,212,0.7
2019-06-03 10:00:24,226,0.5
2019-06-03 10:30:23,240,1
2019-06-03 11:00:24,253,0.4
2019-06-03 11:30:24,270,0.6
2019-06-03 12:00:24,259,0.8
2019-06-03 12:30:23,223,0.8
2019-06-03 13:00:24,202,0.9
2019-06-03 13:30:24,205,1.3
2019-06-03 14:00:23,212,1.2
2019-06-03 14:30:24,205,1.4
2019-06-03 15:00:23,190,1.1
2019-06-03 15:30:24,164,0.9
2019-06-03 16:00:23,142,2.7
2019-06-03 16:30:24,134,3.1
2019-06-03 17:00:24,139,3.1
2019-06-03 17:30:24,143,3.7
2019-06-03 18:00:23,149,3.1
2019-06-03 18:30:24,148,2.8
2019-06-03 19:00:24,146,2.7
2019-06-03 19:30:23,137,2.9
2019-06-03 20:00:24,137,1.6
2019-06-03 20:30:23,140,0.2
2019-06-03 21:00:24,97,0.5
2019-06-03 21:30:23,95,0.6
2019-06-03 22:00:24,105,0.6
2019-06-03 22:30:24,75,0.5
2019-06-03 23:00:24,21,0.8
2019-06-03 23:30:24,351,1.5
2019-06-04 00:00:24,342,1.2
2019-06-04 00:30:24,9,0.4
2019-06-04 01:00:23,357,0.2
2019-06-04 01:30:23,315,0.5
2019-06-04 02:00:23,333,0.5
2019-06-04 02:30:24,3,0.2
2019-06-04 03:00:24,345,0.3
2019-06-04 03:30:23,342,0
2019-06-04 04:00:23,315,0.1
2019-06-04 04:30:24,296,0
2019-06-04 05:00:24,305,0.1
2019-06-04 05:30:24,339,0.1
2019-06-04 06:00:24,312,0.2
2019-06-04 06:30:24,319,0.1
2019-06-04 07:00:24,266,0
2019-06-04 07:30:24,122,0
2019-06-04 08:00:24,171,0
2019-06-04 08:30:24,151,0.3
2019-06-04 09:00:24,163,0.2
2019-06-04 09:30:23,246,0.2
2019-06-04 10:00:24,225,0.2
2019-06-04 10:30:24,220,0.5
2019-06-04 11:00:24,170,0.8
2019-06-04 11:30:24,209,0.7
2019-06-04 12:00:24,213,1
2019-06-04 12:30:23,225,1.2
2019-06-04 13:00:24,210,1.3
2019-06-04 13:30:24,190,1.5
2019-06-04 14:00:23,168,1.4
2019-06-04 14:30:23,158,1.9
2019-06-04 15:00:24,79,1.9
2019-06-04 15:30:24,80,2.5
2019-06-04 16:00:24,70,2.3
2019-06-04 16:30:24,93,2.5
2019-06-04 17:00:24,82,2.5
2019-06-04 17:30:23,74,3
2019-06-04 18:00:23,80,2.4
2019-06-04 18:30:24,144,2.1
2019-06-04 19:00:24,160,2.1
2019-06-04 19:30:23,154,1.9
2019-06-04 20:00:24,146,1.3
2019-06-04 20:30:24,126,0.6
2019-06-04 21:00:24,37,0.4
2019-06-04 21:30:24,354,1.1
2019-06-04 22:00:24,351,1.4
2019-06-04 22:30:24,356,1.1
2019-06-04 23:00:24,32,0.2
2019-06-04 23:30:23,73,0.3
2019-06-05 00:00:23,15,0.2
2019-06-05 00:30:24,345,0.8
2019-06-05 01:00:24,333,0.8
2019-06-05 01:30:23,339,0.7
2019-06-05 02:00:24,342,0.9
2019-06-05 02:30:24,343,0.6
2019-06-05 03:00:24,330,0.2
2019-06-05 03:30:24,330,0.2
2019-06-05 04:00:24,309,0.2
2019-06-05 04:30:23,348,0
2019-06-05 05:00:24,347,0
2019-06-05 05:30:23,334,0.1
2019-06-05 06:00:24,280,0.1
2019-06-05 06:30:24,341,0.4
2019-06-05 07:00:23,302,0.2
2019-06-05 07:30:24,200,0.2
2019-06-05 08:00:24,248,0.1
2019-06-05 08:30:24,194,0.4
2019-06-05 09:00:24,157,0.2
2019-06-05 09:30:24,229,0.4
2019-06-05 10:00:24,198,0.3
2019-06-05 10:30:24,203,0.4
2019-06-05 11:00:24,207,0.7
2019-06-05 11:30:24,78,1.1
2019-06-05 12:00:24,67,2
2019-06-05 12:30:24,73,2.9
2019-06-05 13:00:24,63,3
2019-06-05 13:30:24,71,3.2
2019-06-05 14:00:24,79,3.5
2019-06-05 14:30:23,79,2.9
2019-06-05 15:00:24,65,3.1
2019-06-05 15:30:24,78,3.4
2019-06-05 16:00:23,80,3.4
2019-06-05 16:30:24,93,3.4
2019-06-05 17:00:23,85,3.8
2019-06-05 17:30:24,81,4
2019-06-05 18:00:24,73,3.9
2019-06-05 18:30:23,78,3.1
2019-06-05 19:00:24,108,2.3
2019-06-05 19:30:24,100,2.3
2019-06-05 20:00:23,96,2.3
2019-06-05 20:30:23,65,2.7
2019-06-05 21:00:23,63,1.6
2019-06-05 21:30:24,69,1.7
2019-06-05 22:00:23,54,2.5
2019-06-05 22:30:23,72,1.5
2019-06-05 23:00:24,36,0.6
2019-06-05 23:30:24,19,0.2
2019-06-06 00:00:24,337,0.8
2019-06-06 00:30:23,340,1.2
2019-06-06 01:00:23,331,1
2019-06-06 01:30:24,342,1.1
2019-06-06 02:00:24,339,1.2
2019-06-06 02:30:24,351,0.6
2019-06-06 03:00:24,320,0.6
2019-06-06 03:30:24,326,0.5
2019-06-06 04:00:24,336,0.3
2019-06-06 04:30:24,328,0.5
2019-06-06 05:00:23,311,0.3
2019-06-06 05:30:23,313,0.5
2019-06-06 06:00:24,331,0.6
2019-06-06 06:30:24,286,0.5
2019-06-06 07:00:24,343,0
2019-06-06 07:30:23,226,0.3
2019-06-06 08:00:24,241,0.5
2019-06-06 08:30:23,246,0.5
2019-06-06 09:00:24,240,0.9
2019-06-06 09:30:24,339,1.7
2019-06-06 10:00:24,36,3.6
2019-06-06 10:30:23,34,3.7
2019-06-06 11:00:24,47,4.6
2019-06-06 11:30:24,71,4.3
2019-06-06 12:00:24,74,4.3
2019-06-06 12:30:23,59,4.1
2019-06-06 13:00:24,59,3.8
2019-06-06 13:30:24,78,3.8
2019-06-06 14:00:23,70,3.6
2019-06-06 14:30:24,65,3.5
2019-06-06 15:00:23,56,3.2
2019-06-06 15:30:24,54,3.2
2019-06-06 16:00:23,87,3.9
2019-06-06 16:30:23,97,3.7
2019-06-06 17:00:23,67,3.3
2019-06-06 17:30:24,78,3.6
2019-06-06 18:00:24,79,4
2019-06-06 18:30:24,80,4.1
2019-06-06 19:00:24,78,4
2019-06-06 19:30:24,79,3.5
2019-06-06 20:00:24,72,3
2019-06-06 20:30:23,68,2.5
2019-06-06 21:00:24,95,1.6
2019-06-06 21:30:24,164,0.4
2019-06-06 22:00:23,14,0.8
2019-06-06 22:30:24,71,1.1
2019-06-06 23:00:24,39,0.6
2019-06-06 23:30:24,43,1
2019-06-07 00:00:24,40,0.4
2019-06-07 00:30:24,10,0.7
2019-06-07 01:00:23,269,0.4
2019-06-07 01:30:24,304,0.2
2019-06-07 02:00:23,335,0.6
2019-06-07 02:30:24,338,0.7
2019-06-07 03:00:23,329,0.6
2019-06-07 03:30:24,290,0.6
2019-06-07 04:00:24,317,0.1
2019-06-07 04:30:23,324,0.1
2019-06-07 05:00:24,303,0.2
2019-06-07 05:30:23,319,0
2019-06-07 06:00:23,285,0.2
2019-06-07 06:30:24,285,0.4
2019-06-07 07:00:23,270,0
2019-06-07 07:30:24,249,0.5
2019-06-07 08:00:24,256,0.5
2019-06-07 08:30:23,206,0.2
2019-06-07 09:00:23,137,0.2
2019-06-07 09:30:24,149,0.2
2019-06-07 10:00:23,187,0.6
2019-06-07 10:30:24,177,0.5
2019-06-07 11:00:24,215,0.4
2019-06-07 11:30:24,292,0.3
2019-06-07 12:00:24,99,0.7
2019-06-07 12:30:24,154,0.9
2019-06-07 13:30:24,141,1.1
2019-06-07 14:00:23,83,2.7
2019-06-07 14:30:24,74,3.8
2019-06-07 15:00:24,74,4.5
2019-06-07 15:30:23,72,3.8
2019-06-07 16:00:24,71,4.1
2019-06-07 16:30:24,76,3.3
2019-06-07 17:00:24,91,1.7
2019-06-07 17:30:23,108,1.4
2019-06-07 18:00:24,184,1.3
2019-06-07 18:30:23,184,1.1
2019-06-07 19:00:24,57,1
2019-06-07 19:30:23,45,1.3
2019-06-07 20:00:24,177,1.2
2019-06-07 20:30:24,194,0.9
2019-06-07 21:00:23,211,0.1
2019-06-07 21:30:23,267,0.1
2019-06-07 22:00:24,3,0.6
2019-06-07 22:30:24,338,1
2019-06-07 23:00:23,345,0.8
